# eta f fd fdd g gd y p T rho u
4.809619 3.672635 0.999964 0.000267 1.001244 -0.008323 0.002303 3531.500000 340.623237 0.036112 2158.121593
4.819639 3.682655 0.999966 0.000257 1.001162 -0.008108 0.002306 3531.500000 340.595233 0.036115 2158.127256
4.829659 3.692674 0.999969 0.000248 1.001082 -0.007898 0.002310 3531.500000 340.567953 0.036118 2158.132714
4.839679 3.702694 0.999971 0.000239 1.001003 -0.007693 0.002313 3531.500000 340.541382 0.036121 2158.137973
4.849699 3.712714 0.999974 0.000230 1.000927 -0.007492 0.002316 3531.500000 340.515502 0.036123 2158.143041
4.859719 3.722734 0.999976 0.000222 1.000853 -0.007296 0.002319 3531.500000 340.490298 0.036126 2158.147924
4.869739 3.732753 0.999978 0.000213 1.000781 -0.007105 0.002323 3531.500000 340.465752 0.036129 2158.152627
4.879760 3.742773 0.999980 0.000206 1.000711 -0.006919 0.002326 3531.500000 340.441851 0.036131 2158.157158
4.889780 3.752793 0.999982 0.000198 1.000642 -0.006737 0.002329 3531.500000 340.418578 0.036134 2158.161522
4.899800 3.762813 0.999984 0.000191 1.000576 -0.006559 0.002332 3531.500000 340.395919 0.036136 2158.165724
4.909820 3.772833 0.999986 0.000184 1.000511 -0.006385 0.002335 3531.500000 340.373858 0.036138 2158.169772
4.919840 3.782853 0.999988 0.000177 1.000448 -0.006216 0.002339 3531.500000 340.352383 0.036141 2158.173669
4.929860 3.792873 0.999990 0.000170 1.000386 -0.006050 0.002342 3531.500000 340.331477 0.036143 2158.177420
4.939880 3.802893 0.999991 0.000164 1.000327 -0.005889 0.002345 3531.500000 340.311129 0.036145 2158.181032
4.949900 3.812913 0.999993 0.000158 1.000268 -0.005731 0.002348 3531.500000 340.291324 0.036147 2158.184509
4.959920 3.822933 0.999994 0.000152 1.000212 -0.005578 0.002352 3531.500000 340.272050 0.036149 2158.187856
4.969940 3.832953 0.999996 0.000146 1.000157 -0.005428 0.002355 3531.500000 340.253293 0.036151 2158.191076
4.979960 3.842973 0.999997 0.000141 1.000103 -0.005282 0.002358 3531.500000 340.235041 0.036153 2158.194175
4.989980 3.852993 0.999999 0.000135 1.000051 -0.005139 0.002361 3531.500000 340.217281 0.036155 2158.197158
5.000000 3.863013 1.000000 0.000130 1.000000 -0.005000 0.002365 3531.500000 340.200002 0.036157 2158.200027
