pos.x pos.y vol rho vel.x vel.y p a shock-detector massf-air e T
 1.7506 0.295771 9.07862e-05 1.17081 652.241 -79.9018 109400 361.685 0 1 233600 325.458
 1.75893 0.296426 9.65073e-05 1.1632 653.606 -79.7348 108415 361.227 0 1 233009 324.635
 1.76262 0.303158 9.55504e-05 1.15586 655.044 -75.7742 107498 360.837 0 1 232506 323.933
 1.77128 0.302948 7.45794e-05 1.14364 657.207 -74.8238 105912 360.075 0 1 231525 322.567
 1.77579 0.296687 7.7707e-05 1.14033 657.566 -77.7752 105455 359.818 0 1 231195 322.107
 1.78347 0.297621 7.1269e-05 1.12887 659.651 -76.2721 103984 359.108 0 1 230283 320.837
 1.78581 0.303813 5.38309e-05 1.12298 660.898 -72.5477 103256 358.786 0 1 229871 320.262
 1.79212 0.30591 5.09078e-05 1.11446 662.444 -70.8745 102172 358.259 0 1 229196 319.322
 1.79783 0.301548 8.52863e-05 1.10875 663.334 -72.6189 101425 357.865 0 1 228692 318.619
 1.80364 0.304882 6.82873e-05 1.10199 664.578 -70.6907 100574 357.454 0 1 228166 317.888
 1.80999 0.302658 6.63093e-05 1.09567 665.623 -71.4307 99761.7 357.032 0 1 227628 317.137
 1.81372 0.29561 9.767e-05 1.09225 666.073 -74.4298 99299.9 356.761 0 1 227283 316.656
 1.82144 0.296612 7.9538e-05 1.08452 667.435 -73.6281 98324.4 356.266 0 1 226653 315.779
 1.82353 0.303674 5.17007e-05 1.0835 667.781 -70.787 98223.8 356.252 0 1 226635 315.754
 1.83475 0.301663 6.14658e-05 1.07406 669.376 -71.5889 97024.4 355.623 0 1 225835 314.639
 1.84224 0.302472 7.16146e-05 1.06851 670.341 -71.3572 96327.5 355.264 0 1 225379 314.004
 1.84514 0.295297 7.26817e-05 1.06448 670.93 -73.9113 95795.5 354.951 0 1 224982 313.451
 1.85135 0.293683 7.06357e-05 1.05954 671.743 -74.5353 95169.6 354.612 0 1 224554 312.854
 1.85744 0.298456 6.34397e-05 1.05626 672.393 -72.916 94777.1 354.43 0 1 224323 312.533
 1.86338 0.294437 6.01247e-05 1.051 673.242 -74.3638 94106 354.055 0 1 223848 311.871
 1.87032 0.296652 8.02945e-05 1.04672 674.007 -73.6627 93579.5 353.785 0 1 223507 311.395
 1.87135 0.304211 8.36368e-05 1.04775 673.902 -71.0422 93731 353.897 0 1 223648 311.593
 1.87744 0.307311 6.86886e-05 1.0441 674.545 -69.9799 93283.1 353.667 0 1 223358 311.189
 1.8844 0.304188 7.58932e-05 1.03849 675.488 -71.0945 92576.9 353.276 0 1 222864 310.5
 1.88692 0.297203 8.51545e-05 1.03539 675.965 -73.5195 92171.3 353.029 0 1 222553 310.067
 1.89331 0.295588 4.29293e-05 1.03069 676.756 -74.0685 91582.5 352.701 0 1 222139 309.49
 1.89853 0.2986 4.82128e-05 1.02765 677.317 -73.0097 91216.1 352.514 0 1 221904 309.163
 1.91201 0.303769 7.32999e-05 1.0192 678.833 -71.1117 90183.1 351.963 0 1 221211 308.197
 1.91339 0.295892 7.14608e-05 1.01708 679.135 -73.8645 89902.5 351.781 0 1 220982 307.877
 1.92403 0.300921 6.25357e-05 1.01057 680.329 -72.0068 89113.1 351.36 0 1 220453 307.141
 1.93034 0.30215 6.6551e-05 1.00639 681.071 -71.539 88601.4 351.077 0 1 220098 306.646
 1.93626 0.298137 6.2171e-05 1.00167 681.857 -72.9348 88013.1 350.732 0 1 219665 306.044
 1.94364 0.302106 6.94281e-05 0.997214 682.686 -71.4514 87476.3 350.441 0 1 219302 305.537
 1.94933 0.298904 6.31679e-05 0.992749 683.442 -72.582 86923 350.116 0 1 218895 304.97
 1.95617 0.299425 6.4135e-05 0.988041 684.285 -72.378 86349.1 349.788 0 1 218486 304.4
 1.96089 0.304588 9.94834e-05 0.985664 684.776 -70.4559 86068.6 349.641 0 1 218301 304.143
 1.96893 0.301404 7.43543e-05 0.979428 685.837 -71.6418 85302.7 349.188 0 1 217736 303.356
 1.97508 0.304973 8.36801e-05 0.975894 686.5 -70.2991 84878.6 348.949 0 1 217438 302.941
 1.98205 0.299845 8.16057e-05 0.969677 687.535 -72.3549 84115.7 348.489 0 1 216865 302.142
 1.98765 0.303194 6.41454e-05 0.966289 688.217 -71.1083 83711 348.259 0 1 216579 301.743
 1.99362 0.30056 6.16848e-05 0.959974 689.353 -72.4976 82943.1 347.796 0 1 216004 300.942
